Well,OD,mCherry,Inducer,Concentration,Plate,Day
E9,0.347499996,4530,D-erythronic acid Gamma-lactone,0.1953125,8,2
E10,0.350499988,4646,D-erythronic acid Gamma-lactone,0.09765625,8,2
E11,0.352899998,4668,D-erythronic acid Gamma-lactone,0.048828125,8,2
E12,0.341699988,4767,D-erythronic acid Gamma-lactone,0,8,2
F1,0.346199989,4054,D-erythronic acid Gamma-lactone,50,8,2
F2,0.359699994,4302,D-erythronic acid Gamma-lactone,25,8,2
F3,0.357300013,3905,D-erythronic acid Gamma-lactone,12.5,8,2
F4,0.349400014,4102,D-erythronic acid Gamma-lactone,6.25,8,2
F5,0.351200014,4792,D-erythronic acid Gamma-lactone,3.125,8,2
F6,0.346399993,4457,D-erythronic acid Gamma-lactone,1.5625,8,2
F7,0.340499997,4599,D-erythronic acid Gamma-lactone,0.78125,8,2
F8,0.341600001,4460,D-erythronic acid Gamma-lactone,0.390625,8,2
F9,0.345299989,4469,D-erythronic acid Gamma-lactone,0.1953125,8,2
F10,0.346199989,4521,D-erythronic acid Gamma-lactone,0.09765625,8,2
F11,0.341500014,4502,D-erythronic acid Gamma-lactone,0.048828125,8,2
F12,0.340900004,4776,D-erythronic acid Gamma-lactone,0,8,2
A1,0.362800002,5895,Butyrolactam,50,9,2
A2,0.374000013,5428,Butyrolactam,25,9,2
A3,0.378199995,4845,Butyrolactam,12.5,9,2
A4,0.408699989,4905,Butyrolactam,6.25,9,2
A5,0.350600004,4405,Butyrolactam,3.125,9,2
A6,0.35800001,4451,Butyrolactam,1.5625,9,2
A7,0.363700002,4480,Butyrolactam,0.78125,9,2
A8,0.372399986,4464,Butyrolactam,0.390625,9,2
A9,0.386999995,4505,Butyrolactam,0.1953125,9,2
A10,0.416799992,4771,Butyrolactam,0.09765625,9,2
A11,0.365399987,4550,Butyrolactam,0.048828125,9,2
A12,0.360700011,4571,Butyrolactam,0,9,2
B1,0.418199986,7449,Butyrolactam,50,9,2
B2,0.363900006,5837,Butyrolactam,25,9,2
B3,0.401800007,5614,Butyrolactam,12.5,9,2
B4,0.412499994,5475,Butyrolactam,6.25,9,2
B5,0.3926,4850,Butyrolactam,3.125,9,2
B6,0.395300001,4872,Butyrolactam,1.5625,9,2
B7,0.378300011,4725,Butyrolactam,0.78125,9,2
B8,0.407900006,4852,Butyrolactam,0.390625,9,2
B9,0.3917,4642,Butyrolactam,0.1953125,9,2
B10,0.381199986,4680,Butyrolactam,0.09765625,9,2
B11,0.398499995,4722,Butyrolactam,0.048828125,9,2
B12,0.37529999,4799,Butyrolactam,0,9,2
C1,0.311399996,6424,Butyrolactam,50,9,2
C2,0.37529999,7283,Butyrolactam,25,9,2
C3,0.406100005,6846,Butyrolactam,12.5,9,2
C4,0.382999986,5824,Butyrolactam,6.25,9,2
C5,0.402700007,5315,Butyrolactam,3.125,9,2
C6,0.389999986,4957,Butyrolactam,1.5625,9,2
C7,0.391000003,4766,Butyrolactam,0.78125,9,2
C8,0.399300009,4812,Butyrolactam,0.390625,9,2
C9,0.414000005,4713,Butyrolactam,0.1953125,9,2
C10,0.381500006,4643,Butyrolactam,0.09765625,9,2
C11,0.3926,4735,Butyrolactam,0.048828125,9,2
C12,0.386500001,4706,Butyrolactam,0,9,2
D1,0.188199997,4928,2-Fluorocyclohexanone,50,9,2
D2,0.322100013,17754,2-Fluorocyclohexanone,25,9,2
D3,0.394800007,23246,2-Fluorocyclohexanone,12.5,9,2
D4,0.393900007,24722,2-Fluorocyclohexanone,6.25,9,2
D5,0.406399995,23611,2-Fluorocyclohexanone,3.125,9,2
D6,0.402799994,21782,2-Fluorocyclohexanone,1.5625,9,2
D7,0.440200001,28588,2-Fluorocyclohexanone,0.78125,9,2
D8,0.712599993,19111,2-Fluorocyclohexanone,0.390625,9,2
D9,0.395000011,14683,2-Fluorocyclohexanone,0.1953125,9,2
D10,0.411599994,12080,2-Fluorocyclohexanone,0.09765625,9,2
D11,0.443100005,10657,2-Fluorocyclohexanone,0.048828125,9,2
D12,0.384600013,4724,2-Fluorocyclohexanone,0,9,2
E1,0.202800006,5400,2-Fluorocyclohexanone,50,9,2
E2,0.687600017,26574,2-Fluorocyclohexanone,25,9,2
E3,0.483700007,26736,2-Fluorocyclohexanone,12.5,9,2
E4,0.445199996,28552,2-Fluorocyclohexanone,6.25,9,2
E5,0.417899996,25139,2-Fluorocyclohexanone,3.125,9,2
E6,0.430200011,24058,2-Fluorocyclohexanone,1.5625,9,2
E7,0.495200008,21921,2-Fluorocyclohexanone,0.78125,9,2
E8,0.411799997,16765,2-Fluorocyclohexanone,0.390625,9,2
E9,0.391499996,12729,2-Fluorocyclohexanone,0.1953125,9,2
E10,0.378199995,9633,2-Fluorocyclohexanone,0.09765625,9,2
E11,0.376800001,7340,2-Fluorocyclohexanone,0.048828125,9,2
E12,0.37529999,4771,2-Fluorocyclohexanone,0,9,2
F1,0.192399994,4944,2-Fluorocyclohexanone,50,9,2
F2,0.351700008,20148,2-Fluorocyclohexanone,25,9,2
F3,0.385600001,25018,2-Fluorocyclohexanone,12.5,9,2
F4,0.408899993,26088,2-Fluorocyclohexanone,6.25,9,2
F5,0.41870001,24775,2-Fluorocyclohexanone,3.125,9,2
F6,0.367700011,21026,2-Fluorocyclohexanone,1.5625,9,2
F7,0.367900014,19092,2-Fluorocyclohexanone,0.78125,9,2
F8,0.370900005,16656,2-Fluorocyclohexanone,0.390625,9,2
F9,0.368800014,13336,2-Fluorocyclohexanone,0.1953125,9,2
F10,0.367000014,10337,2-Fluorocyclohexanone,0.09765625,9,2
F11,0.385500014,8124,2-Fluorocyclohexanone,0.048828125,9,2
F12,0.352400005,4500,2-Fluorocyclohexanone,0,9,2
A1,0.100000001,2891,Delta-dodecalactone,50,10,2
A2,0.1039,2972,Delta-dodecalactone,25,10,2
A3,0.0986,3087,Delta-dodecalactone,12.5,10,2
A4,0.141599998,3459,Delta-dodecalactone,6.25,10,2
A5,0.760999978,4376,Delta-dodecalactone,3.125,10,2
A6,0.255600005,4352,Delta-dodecalactone,1.5625,10,2
A7,0.409399986,4758,Delta-dodecalactone,0.78125,10,2
A8,0.337300003,4278,Delta-dodecalactone,0.390625,10,2
A9,0.348199993,4577,Delta-dodecalactone,0.1953125,10,2
A10,0.326400012,4647,Delta-dodecalactone,0.09765625,10,2
A11,0.340299994,4503,Delta-dodecalactone,0.048828125,10,2
A12,0.348800004,4649,Delta-dodecalactone,0,10,2
B1,0.104199998,2958,Delta-dodecalactone,50,10,2
B2,0.107299998,3091,Delta-dodecalactone,25,10,2
B3,0.105999999,3227,Delta-dodecalactone,12.5,10,2
B4,0.136299998,3558,Delta-dodecalactone,6.25,10,2
B5,0.261200011,4258,Delta-dodecalactone,3.125,10,2
B6,0.244499996,4446,Delta-dodecalactone,1.5625,10,2
B7,0.647800028,5742,Delta-dodecalactone,0.78125,10,2
B8,0.346599996,4602,Delta-dodecalactone,0.390625,10,2
B9,0.335900009,4612,Delta-dodecalactone,0.1953125,10,2
B10,0.34009999,4909,Delta-dodecalactone,0.09765625,10,2
B11,0.334800005,4796,Delta-dodecalactone,0.048828125,10,2
B12,0.336600006,4683,Delta-dodecalactone,0,10,2
C1,0.108199999,3169,Delta-dodecalactone,50,10,2
C2,0.105899997,3282,Delta-dodecalactone,25,10,2
C3,0.109499998,3543,Delta-dodecalactone,12.5,10,2
C4,0.118900001,3819,Delta-dodecalactone,6.25,10,2
C5,0.177699998,4130,Delta-dodecalactone,3.125,10,2
C6,0.254799992,4530,Delta-dodecalactone,1.5625,10,2
C7,0.38319999,4703,Delta-dodecalactone,0.78125,10,2
C8,0.337399989,4389,Delta-dodecalactone,0.390625,10,2
C9,0.350199997,4452,Delta-dodecalactone,0.1953125,10,2
C10,0.328900009,4826,Delta-dodecalactone,0.09765625,10,2
C11,0.331999987,4707,Delta-dodecalactone,0.048828125,10,2
C12,0.338699996,4677,Delta-dodecalactone,0,10,2
D1,0.112899996,2683,4-Hydroxy-6-methyl-2-pyrone,50,10,2
D2,0.074699998,2857,4-Hydroxy-6-methyl-2-pyrone,25,10,2
D3,0.134200007,2641,4-Hydroxy-6-methyl-2-pyrone,12.5,10,2
D4,0.323199987,3594,4-Hydroxy-6-methyl-2-pyrone,6.25,10,2
D5,0.341300011,4113,4-Hydroxy-6-methyl-2-pyrone,3.125,10,2
D6,0.350400001,4533,4-Hydroxy-6-methyl-2-pyrone,1.5625,10,2
D7,0.317299992,4244,4-Hydroxy-6-methyl-2-pyrone,0.78125,10,2
D8,0.318100005,4475,4-Hydroxy-6-methyl-2-pyrone,0.390625,10,2
D9,0.316700011,4544,4-Hydroxy-6-methyl-2-pyrone,0.1953125,10,2
D10,0.32249999,4710,4-Hydroxy-6-methyl-2-pyrone,0.09765625,10,2
D11,0.318699986,4403,4-Hydroxy-6-methyl-2-pyrone,0.048828125,10,2
D12,0.318599999,4503,4-Hydroxy-6-methyl-2-pyrone,0,10,2
E1,0.1118,2733,4-Hydroxy-6-methyl-2-pyrone,50,10,2
E2,0.064099997,2704,4-Hydroxy-6-methyl-2-pyrone,25,10,2
E3,0.143999994,2770,4-Hydroxy-6-methyl-2-pyrone,12.5,10,2
E4,0.328599989,3507,4-Hydroxy-6-methyl-2-pyrone,6.25,10,2
E5,0.344099998,4180,4-Hydroxy-6-methyl-2-pyrone,3.125,10,2
E6,0.340799987,4491,4-Hydroxy-6-methyl-2-pyrone,1.5625,10,2
E7,0.343800008,4505,4-Hydroxy-6-methyl-2-pyrone,0.78125,10,2
E8,0.33919999,4659,4-Hydroxy-6-methyl-2-pyrone,0.390625,10,2
E9,0.326900005,4480,4-Hydroxy-6-methyl-2-pyrone,0.1953125,10,2
E10,0.328599989,4737,4-Hydroxy-6-methyl-2-pyrone,0.09765625,10,2
E11,0.33129999,4607,4-Hydroxy-6-methyl-2-pyrone,0.048828125,10,2
E12,0.328799993,4611,4-Hydroxy-6-methyl-2-pyrone,0,10,2
F1,0.109099999,2761,4-Hydroxy-6-methyl-2-pyrone,50,10,2
F2,0.0548,2606,4-Hydroxy-6-methyl-2-pyrone,25,10,2
F3,0.148800001,2574,4-Hydroxy-6-methyl-2-pyrone,12.5,10,2
F4,0.319299996,3383,4-Hydroxy-6-methyl-2-pyrone,6.25,10,2
F5,0.342799991,4002,4-Hydroxy-6-methyl-2-pyrone,3.125,10,2
F6,0.342599988,4396,4-Hydroxy-6-methyl-2-pyrone,1.5625,10,2
F7,0.33829999,4399,4-Hydroxy-6-methyl-2-pyrone,0.78125,10,2
F8,0.337000012,4521,4-Hydroxy-6-methyl-2-pyrone,0.390625,10,2
F9,0.333999991,4467,4-Hydroxy-6-methyl-2-pyrone,0.1953125,10,2
F10,0.330000013,4632,4-Hydroxy-6-methyl-2-pyrone,0.09765625,10,2
F11,0.319799989,4436,4-Hydroxy-6-methyl-2-pyrone,0.048828125,10,2
F12,0.329899997,4715,4-Hydroxy-6-methyl-2-pyrone,0,11,2
A1,0.553300023,4932,Methylcyclohexane,50,11,2
A2,0.381700009,4851,Methylcyclohexane,25,11,2
A3,0.358700007,4724,Methylcyclohexane,12.5,11,2
A4,0.358200014,4687,Methylcyclohexane,6.25,11,2
A5,0.357499987,4890,Methylcyclohexane,3.125,11,2
A6,0.424100012,5052,Methylcyclohexane,1.5625,11,2
A7,0.3653,4907,Methylcyclohexane,0.78125,11,2
A8,0.346300006,4810,Methylcyclohexane,0.390625,11,2
A9,0.346100003,4667,Methylcyclohexane,0.1953125,11,2
A10,0.315400004,4328,Methylcyclohexane,0.09765625,11,2
A11,0.307799995,4320,Methylcyclohexane,0.048828125,11,2
A12,0.298900008,4015,Methylcyclohexane,0,11,2
B1,0.354799986,4674,Methylcyclohexane,50,11,2
B2,0.355399996,4728,Methylcyclohexane,25,11,2
B3,0.353599995,4758,Methylcyclohexane,12.5,11,2
B4,0.353300005,4809,Methylcyclohexane,6.25,11,2
B5,0.356299996,4852,Methylcyclohexane,3.125,11,2
B6,0.353599995,4570,Methylcyclohexane,1.5625,11,2
B7,0.333600014,4729,Methylcyclohexane,0.78125,11,2
B8,0.337199986,4521,Methylcyclohexane,0.390625,11,2
B9,0.341899991,4606,Methylcyclohexane,0.1953125,11,2
B10,0.338800013,4481,Methylcyclohexane,0.09765625,11,2
B11,0.333700001,4506,Methylcyclohexane,0.048828125,11,2
B12,0.331900001,4626,Methylcyclohexane,0,11,2
C1,0.351000011,4715,Methylcyclohexane,50,11,2
C2,0.358599991,4814,Methylcyclohexane,25,11,2
C3,0.342299998,4529,Methylcyclohexane,12.5,11,2
C4,0.341699988,4683,Methylcyclohexane,6.25,11,2
C5,0.349400014,4736,Methylcyclohexane,3.125,11,2
C6,0.354799986,4777,Methylcyclohexane,1.5625,11,2
C7,0.324999988,4473,Methylcyclohexane,0.78125,11,2
C8,0.332599998,4413,Methylcyclohexane,0.390625,11,2
C9,0.332800001,4494,Methylcyclohexane,0.1953125,11,2
C10,0.32280001,4264,Methylcyclohexane,0.09765625,11,2
C11,0.316799998,4380,Methylcyclohexane,0.048828125,11,2
C12,0.320300013,4431,Methylcyclohexane,0,11,2
D1,0.324600011,3767,(R)-(-)-Mevalonolactone,50,11,2
D2,0.351999998,3901,(R)-(-)-Mevalonolactone,25,11,2
D3,0.343800008,4139,(R)-(-)-Mevalonolactone,12.5,11,2
D4,0.331200004,4390,(R)-(-)-Mevalonolactone,6.25,11,2
D5,0.333799988,4172,(R)-(-)-Mevalonolactone,3.125,11,2
D6,0.333299994,4351,(R)-(-)-Mevalonolactone,1.5625,11,2
D7,0.335799992,4413,(R)-(-)-Mevalonolactone,0.78125,11,2
D8,0.335299999,4540,(R)-(-)-Mevalonolactone,0.390625,11,2
D9,0.333900005,4573,(R)-(-)-Mevalonolactone,0.1953125,11,2
D10,0.327499986,4395,(R)-(-)-Mevalonolactone,0.09765625,11,2
D11,0.322299987,4361,(R)-(-)-Mevalonolactone,0.048828125,11,2
D12,0.313300014,4314,(R)-(-)-Mevalonolactone,0,11,2
E1,0.3125,3717,(R)-(-)-Mevalonolactone,50,11,2
E2,0.333900005,3747,(R)-(-)-Mevalonolactone,25,11,2
E3,0.329899997,4100,(R)-(-)-Mevalonolactone,12.5,11,2
E4,0.324699998,4288,(R)-(-)-Mevalonolactone,6.25,11,2
E5,0.325599998,4194,(R)-(-)-Mevalonolactone,3.125,11,2
E6,0.3301,4406,(R)-(-)-Mevalonolactone,1.5625,11,2
E7,0.312599987,4310,(R)-(-)-Mevalonolactone,0.78125,11,2
E8,0.325800002,4376,(R)-(-)-Mevalonolactone,0.390625,11,2
E9,0.329600006,4445,(R)-(-)-Mevalonolactone,0.1953125,11,2
E10,0.329699993,4465,(R)-(-)-Mevalonolactone,0.09765625,11,2
E11,0.316000015,4547,(R)-(-)-Mevalonolactone,0.048828125,11,2
E12,0.324000001,4289,(R)-(-)-Mevalonolactone,0,11,2
F1,0.317999989,3732,(R)-(-)-Mevalonolactone,50,11,2
F2,0.338200003,3814,(R)-(-)-Mevalonolactone,25,11,2
F3,0.334199995,4141,(R)-(-)-Mevalonolactone,12.5,11,2
F4,0.332500011,4351,(R)-(-)-Mevalonolactone,6.25,11,2
F5,0.329899997,4359,(R)-(-)-Mevalonolactone,3.125,11,2
F6,0.327699989,4270,(R)-(-)-Mevalonolactone,1.5625,11,2
F7,0.332599998,4698,(R)-(-)-Mevalonolactone,0.78125,11,2
F8,0.328099996,4446,(R)-(-)-Mevalonolactone,0.390625,11,2
F9,0.330500007,4277,(R)-(-)-Mevalonolactone,0.1953125,11,2
F10,0.332599998,4517,(R)-(-)-Mevalonolactone,0.09765625,11,2
F11,0.325500011,4395,(R)-(-)-Mevalonolactone,0.048828125,11,2
F12,0.309799999,4180,(R)-(-)-Mevalonolactone,0,11,2
A1,0.321999997,9920,Caprolactam,50,12,2
A2,0.406599998,12821,Caprolactam,25,12,2
A3,0.38440001,9416,Caprolactam,12.5,12,2
A4,0.396600008,7808,Caprolactam,6.25,12,2
A5,0.386599988,6198,Caprolactam,3.125,12,2
A6,0.382600009,5671,Caprolactam,1.5625,12,2
A7,0.492700011,5557,Caprolactam,0.78125,12,2
A8,0.411599994,4823,Caprolactam,0.390625,12,2
A9,0.385399997,4868,Caprolactam,0.1953125,12,2
A10,0.385100007,4707,Caprolactam,0.09765625,12,2
A11,0.372500002,4714,Caprolactam,0.048828125,12,2
A12,0.328500003,4118,Caprolactam,0,12,2
B1,0.330199987,11345,Caprolactam,50,12,2
B2,0.47299999,12837,Caprolactam,25,12,2
B3,0.408199996,9793,Caprolactam,12.5,12,2
B4,0.425500005,8647,Caprolactam,6.25,12,2
B5,0.409799993,6769,Caprolactam,3.125,12,2
B6,0.42809999,6214,Caprolactam,1.5625,12,2
B7,0.429500014,5507,Caprolactam,0.78125,12,2
B8,0.396899998,5208,Caprolactam,0.390625,12,2
B9,0.415399998,5101,Caprolactam,0.1953125,12,2
B10,0.396200001,4912,Caprolactam,0.09765625,12,2
B11,0.383700013,4892,Caprolactam,0.048828125,12,2
B12,0.3653,4461,Caprolactam,0,12,2
C1,0.334199995,11779,Caprolactam,50,12,2
C2,0.363299996,11616,Caprolactam,25,12,2
C3,0.506699979,10904,Caprolactam,12.5,12,2
C4,0.406699985,8057,Caprolactam,6.25,12,2
C5,0.405000001,6430,Caprolactam,3.125,12,2
C6,0.398000002,5872,Caprolactam,1.5625,12,2
C7,0.41960001,5372,Caprolactam,0.78125,12,2
C8,0.390199989,5172,Caprolactam,0.390625,12,2
C9,0.388599992,5004,Caprolactam,0.1953125,12,2
C10,0.398900002,4844,Caprolactam,0.09765625,12,2
C11,0.373699993,4726,Caprolactam,0.048828125,12,2
C12,0.338999987,4342,Caprolactam,0,12,2
D1,0.314599991,10864,Valerolactam,50,12,2
D2,0.344399989,8946,Valerolactam,25,12,2
D3,0.337000012,6951,Valerolactam,12.5,12,2
D4,0.335099995,5914,Valerolactam,6.25,12,2
D5,0.337099999,5040,Valerolactam,3.125,12,2
D6,0.301999986,4352,Valerolactam,1.5625,12,2
D7,0.325300008,4427,Valerolactam,0.78125,12,2
D8,0.33919999,4634,Valerolactam,0.390625,12,2
D9,0.333099991,4372,Valerolactam,0.1953125,12,2
D10,0.340499997,4462,Valerolactam,0.09765625,12,2
D11,0.321099997,4185,Valerolactam,0.048828125,12,2
D12,0.316399992,4240,Valerolactam,0,12,2
E1,0.349999994,12517,Valerolactam,50,12,2
E2,0.368400007,9740,Valerolactam,25,12,2
E3,0.364300013,7499,Valerolactam,12.5,12,2
E4,0.377999991,6630,Valerolactam,6.25,12,2
E5,0.367700011,5444,Valerolactam,3.125,12,2
E6,0.381599993,5199,Valerolactam,1.5625,12,2
E7,0.371699989,4932,Valerolactam,0.78125,12,2
E8,0.340000004,4604,Valerolactam,0.390625,12,2
E9,0.352499992,4662,Valerolactam,0.1953125,12,2
E10,0.377099991,4735,Valerolactam,0.09765625,12,2
E11,0.343800008,4509,Valerolactam,0.048828125,12,2
E12,0.351300001,4689,Valerolactam,0,12,2
F1,0.330300003,11539,Valerolactam,50,12,2
F2,0.373800009,9884,Valerolactam,25,12,2
F3,0.358200014,7390,Valerolactam,12.5,12,2
F4,0.406500012,7078,Valerolactam,6.25,12,2
F5,0.350899994,5416,Valerolactam,3.125,12,2
F6,0.341800004,4849,Valerolactam,1.5625,12,2
F7,0.326000005,4410,Valerolactam,0.78125,12,2
F8,0.348199993,4761,Valerolactam,0.390625,12,2
F9,0.348800004,4599,Valerolactam,0.1953125,12,2
F10,0.347600013,4595,Valerolactam,0.09765625,12,2
F11,0.317600012,4106,Valerolactam,0.048828125,12,2
F12,0.325399995,4433,Valerolactam,0,12,2
A1,0.231099993,2907,Imidazole,50,18,4
A2,0.307999998,3189,Imidazole,25,18,4
A3,0.317400008,3287,Imidazole,12.5,18,4
A4,0.331,3290,Imidazole,6.25,18,4
A5,0.337500006,3262,Imidazole,3.125,18,4
A6,0.32280001,3265,Imidazole,1.5625,18,4
A7,0.341800004,3399,Imidazole,0.78125,18,4
A8,0.324299991,3280,Imidazole,0.390625,18,4
A9,0.328099996,3336,Imidazole,0.1953125,18,4
A10,0.332599998,3299,Imidazole,0.09765625,18,4
A11,0.323799998,3274,Imidazole,0.048828125,18,4
A12,0.324400008,3532,Imidazole,0,18,4
B1,0.264800012,3098,Imidazole,50,18,4
B2,0.340200007,3399,Imidazole,25,18,4
B3,0.351300001,3647,Imidazole,12.5,18,4
B4,0.387199998,3656,Imidazole,6.25,18,4
B5,0.374199986,3666,Imidazole,3.125,18,4
B6,0.379999995,3725,Imidazole,1.5625,18,4
B7,0.382999986,3806,Imidazole,0.78125,18,4
B8,0.376700014,3683,Imidazole,0.390625,18,4
B9,0.365799993,3644,Imidazole,0.1953125,18,4
B10,0.367500007,3608,Imidazole,0.09765625,18,4
B11,0.36469999,3714,Imidazole,0.048828125,18,4
B12,0.359899998,3704,Imidazole,0,18,4
C1,0.237200007,3010,Imidazole,50,18,4
C2,0.318199992,3451,Imidazole,25,18,4
C3,0.349700004,3658,Imidazole,12.5,18,4
C4,0.351799995,3557,Imidazole,6.25,18,4
C5,0.364100009,3644,Imidazole,3.125,18,4
C6,0.372799993,3708,Imidazole,1.5625,18,4
C7,0.356999993,3684,Imidazole,0.78125,18,4
C8,0.346700013,3592,Imidazole,0.390625,18,4
C9,0.35710001,3704,Imidazole,0.1953125,18,4
C10,0.344300002,3597,Imidazole,0.09765625,18,4
C11,0.344999999,3672,Imidazole,0.048828125,18,4
C12,0.346399993,3766,Imidazole,0,18,4
D1,0.2755,3261,Imidazole,50,18,4
D2,0.332500011,3625,Imidazole,25,18,4
D3,0.382200003,3931,Imidazole,12.5,18,4
D4,0.389600009,3797,Imidazole,6.25,18,4
D5,0.389600009,3897,Imidazole,3.125,18,4
D6,0.382200003,3890,Imidazole,1.5625,18,4
D7,0.380600005,3835,Imidazole,0.78125,18,4
D8,0.380600005,3914,Imidazole,0.390625,18,4
D9,0.380299985,3899,Imidazole,0.1953125,18,4
D10,0.42840001,3919,Imidazole,0.09765625,18,4
D11,0.377600014,4055,Imidazole,0.048828125,18,4
D12,0.360399991,4057,Imidazole,0,18,4
E1,0.180099994,2643,Benzoic Acid,50,18,4
E2,0.344199985,3322,Benzoic Acid,25,18,4
E3,0.152099997,2479,Benzoic Acid,12.5,18,4
E4,0.173700005,2343,Benzoic Acid,6.25,18,4
E5,0.341899991,3400,Benzoic Acid,3.125,18,4
E6,0.376599997,2862,Benzoic Acid,1.5625,18,4
E7,0.36559999,2932,Benzoic Acid,0.78125,18,4
E8,0.372000009,3170,Benzoic Acid,0.390625,18,4
E9,0.358200014,3247,Benzoic Acid,0.1953125,18,4
E10,0.351900011,3323,Benzoic Acid,0.09765625,18,4
E11,0.372000009,3797,Benzoic Acid,0.048828125,18,4
E12,0.342200011,3613,Benzoic Acid,0,18,4
F1,0.169499993,2672,Benzoic Acid,50,18,4
F2,0.379599988,3316,Benzoic Acid,25,18,4
F3,0.169100001,2553,Benzoic Acid,12.5,18,4
F4,0.242599994,2486,Benzoic Acid,6.25,18,4
F5,0.394899994,2964,Benzoic Acid,3.125,18,4
F6,0.377799988,3056,Benzoic Acid,1.5625,18,4
F7,0.412699997,3156,Benzoic Acid,0.78125,18,4
F8,0.394600004,3372,Benzoic Acid,0.390625,18,4
F9,0.377499998,3601,Benzoic Acid,0.1953125,18,4
F10,0.406599998,3720,Benzoic Acid,0.09765625,18,4
F11,0.286300004,3025,Benzoic Acid,0.048828125,18,4
F12,0.373199999,3842,Benzoic Acid,0,18,4
G1,0.210299999,2842,Benzoic Acid,50,18,4
G2,0.166500002,2595,Benzoic Acid,25,18,4
G3,0.2051,2614,Benzoic Acid,12.5,18,4
G4,0.409999996,3053,Benzoic Acid,6.25,18,4
G5,0.414900005,3246,Benzoic Acid,3.125,18,4
G6,0.402399987,3356,Benzoic Acid,1.5625,18,4
G7,0.41080001,3404,Benzoic Acid,0.78125,18,4
G8,0.408699989,3540,Benzoic Acid,0.390625,18,4
G9,0.381300002,3597,Benzoic Acid,0.1953125,18,4
G10,0.395000011,3702,Benzoic Acid,0.09765625,18,4
G11,0.386999995,3949,Benzoic Acid,0.048828125,18,4
G12,0.390799999,3968,Benzoic Acid,0,18,4
H1,0.206300005,2812,Benzoic Acid,50,18,4
H2,0.158800006,2506,Benzoic Acid,25,18,4
H3,0.162200004,2427,Benzoic Acid,12.5,18,4
H4,0.411500007,3067,Benzoic Acid,6.25,18,4
H5,0.3759,3128,Benzoic Acid,3.125,18,4
H6,0.354299992,3272,Benzoic Acid,1.5625,18,4
H7,0.362599999,3234,Benzoic Acid,0.78125,18,4
H8,0.371800005,3488,Benzoic Acid,0.390625,18,4
H9,0.356299996,3465,Benzoic Acid,0.1953125,18,4
H10,0.354600012,3708,Benzoic Acid,0.09765625,18,4
H11,0.357899994,3762,Benzoic Acid,0.048828125,18,4
H12,0.354600012,3803,Benzoic Acid,0,18,4
A1,0.333600014,2907,Toluene,50,19,4
A2,0.316100001,3189,Toluene,25,19,4
A3,0.323100001,3287,Toluene,12.5,19,4
A4,0.297800004,3290,Toluene,6.25,19,4
A5,0.348800004,3262,Toluene,3.125,19,4
A6,0.328599989,3265,Toluene,1.5625,19,4
A7,0.340299994,3399,Toluene,0.78125,19,4
A8,0.332800001,3280,Toluene,0.390625,19,4
A9,0.346700013,3336,Toluene,0.1953125,19,4
A10,0.324800014,3299,Toluene,0.09765625,19,4
A11,0.33950001,3274,Toluene,0.048828125,19,4
A12,0.331200004,3532,Toluene,0,19,4
B1,0.281100005,3098,Toluene,50,19,4
B2,0.286300004,3399,Toluene,25,19,4
B3,0.290399998,3647,Toluene,12.5,19,4
B4,0.309399992,3656,Toluene,6.25,19,4
B5,0.353899986,3666,Toluene,3.125,19,4
B6,0.351500005,3725,Toluene,1.5625,19,4
B7,0.346599996,3806,Toluene,0.78125,19,4
B8,0.356299996,3683,Toluene,0.390625,19,4
B9,0.350499988,3644,Toluene,0.1953125,19,4
B10,0.339399993,3608,Toluene,0.09765625,19,4
B11,0.356000006,3714,Toluene,0.048828125,19,4
B12,0.34740001,3704,Toluene,0,19,4
C1,0.289000005,3010,Toluene,50,19,4
C2,0.28670001,3451,Toluene,25,19,4
C3,0.289099991,3658,Toluene,12.5,19,4
C4,0.32100001,3557,Toluene,6.25,19,4
C5,0.355599999,3644,Toluene,3.125,19,4
C6,0.367399991,3708,Toluene,1.5625,19,4
C7,0.361099988,3684,Toluene,0.78125,19,4
C8,0.368800014,3592,Toluene,0.390625,19,4
C9,0.355199993,3704,Toluene,0.1953125,19,4
C10,0.359499991,3597,Toluene,0.09765625,19,4
C11,0.351500005,3672,Toluene,0.048828125,19,4
C12,0.363700002,3766,Toluene,0,19,4
D1,0.342500001,3261,Toluene,50,19,4
D2,0.354699999,3625,Toluene,25,19,4
D3,0.325500011,3931,Toluene,12.5,19,4
D4,0.355300009,3797,Toluene,6.25,19,4
D5,0.386700004,3897,Toluene,3.125,19,4
D6,0.393700004,3890,Toluene,1.5625,19,4
D7,0.401499987,3835,Toluene,0.78125,19,4
D8,0.4014,3914,Toluene,0.390625,19,4
D9,0.404799998,3899,Toluene,0.1953125,19,4
D10,0.390500009,3919,Toluene,0.09765625,19,4
D11,0.403200001,4055,Toluene,0.048828125,19,4
D12,0.384900004,4057,Toluene,0,19,4
E1,0.30340001,2643,Xylene,50,19,4
E2,0.307900012,3322,Xylene,25,19,4
E3,0.340299994,2479,Xylene,12.5,19,4
E4,0.2949,2343,Xylene,6.25,19,4
E5,0.286799997,3400,Xylene,3.125,19,4
E6,0.300799996,2862,Xylene,1.5625,19,4
E7,0.341699988,2932,Xylene,0.78125,19,4
E8,0.338499993,3170,Xylene,0.390625,19,4
E9,0.336499989,3247,Xylene,0.1953125,19,4
