Well,OD,mCherry,Inducer,Concentration,Plate,Day
A1,0.434599996,4411,"3,3-dimethyl-tetrahydro-pyran-2-one",50,13,3
A2,0.497200012,4095,"3,3-dimethyl-tetrahydro-pyran-2-one",25,13,3
A3,0.44600001,3824,"3,3-dimethyl-tetrahydro-pyran-2-one",12.5,13,3
A4,0.394199997,3588,"3,3-dimethyl-tetrahydro-pyran-2-one",6.25,13,3
A5,0.382400006,3528,"3,3-dimethyl-tetrahydro-pyran-2-one",3.125,13,3
A6,0.372799993,3467,"3,3-dimethyl-tetrahydro-pyran-2-one",1.5625,13,3
A7,0.376100004,3427,"3,3-dimethyl-tetrahydro-pyran-2-one",0.78125,13,3
A8,0.335299999,3258,"3,3-dimethyl-tetrahydro-pyran-2-one",0.390625,13,3
A9,0.333499998,3370,"3,3-dimethyl-tetrahydro-pyran-2-one",0.1953125,13,3
A10,0.336899996,3301,"3,3-dimethyl-tetrahydro-pyran-2-one",0.09765625,13,3
A11,0.346300006,3414,"3,3-dimethyl-tetrahydro-pyran-2-one",0.048828125,13,3
A12,0.394199997,3387,"3,3-dimethyl-tetrahydro-pyran-2-one",0,13,3
B1,0.47240001,4489,"3,3-dimethyl-tetrahydro-pyran-2-one",50,13,3
B2,0.373899996,4155,"3,3-dimethyl-tetrahydro-pyran-2-one",25,13,3
B3,0.375400007,3912,"3,3-dimethyl-tetrahydro-pyran-2-one",12.5,13,3
B4,0.367000014,3725,"3,3-dimethyl-tetrahydro-pyran-2-one",6.25,13,3
B5,0.391299993,3656,"3,3-dimethyl-tetrahydro-pyran-2-one",3.125,13,3
B6,0.368499994,3572,"3,3-dimethyl-tetrahydro-pyran-2-one",1.5625,13,3
B7,0.385800004,3646,"3,3-dimethyl-tetrahydro-pyran-2-one",0.78125,13,3
B8,0.342999995,3502,"3,3-dimethyl-tetrahydro-pyran-2-one",0.390625,13,3
B9,0.345099986,3511,"3,3-dimethyl-tetrahydro-pyran-2-one",0.1953125,13,3
B10,0.363999993,3590,"3,3-dimethyl-tetrahydro-pyran-2-one",0.09765625,13,3
B11,0.350899994,3544,"3,3-dimethyl-tetrahydro-pyran-2-one",0.048828125,13,3
B12,0.367199987,3587,"3,3-dimethyl-tetrahydro-pyran-2-one",0,13,3
C1,0.593900025,4758,"3,3-dimethyl-tetrahydro-pyran-2-one",50,13,3
C2,0.41139999,4314,"3,3-dimethyl-tetrahydro-pyran-2-one",25,13,3
C3,0.393000007,4078,"3,3-dimethyl-tetrahydro-pyran-2-one",12.5,13,3
C4,0.43599999,3988,"3,3-dimethyl-tetrahydro-pyran-2-one",6.25,13,3
C5,0.391200006,3661,"3,3-dimethyl-tetrahydro-pyran-2-one",3.125,13,3
C6,0.374900013,3573,"3,3-dimethyl-tetrahydro-pyran-2-one",1.5625,13,3
C7,0.379900008,3635,"3,3-dimethyl-tetrahydro-pyran-2-one",0.78125,13,3
C8,0.373400003,3711,"3,3-dimethyl-tetrahydro-pyran-2-one",0.390625,13,3
C9,0.395999998,3545,"3,3-dimethyl-tetrahydro-pyran-2-one",0.1953125,13,3
C10,0.376399994,3521,"3,3-dimethyl-tetrahydro-pyran-2-one",0.09765625,13,3
C11,0.386700004,3633,"3,3-dimethyl-tetrahydro-pyran-2-one",0.048828125,13,3
C12,0.378199995,3576,"3,3-dimethyl-tetrahydro-pyran-2-one",0,13,3
D1,0.4463,3458,Delta-octanolactone,50,13,3
D2,0.361400008,3301,Delta-octanolactone,25,13,3
D3,0.34709999,3360,Delta-octanolactone,12.5,13,3
D4,0.370000005,3420,Delta-octanolactone,6.25,13,3
D5,0.372200012,3510,Delta-octanolactone,3.125,13,3
D6,0.349400014,3286,Delta-octanolactone,1.5625,13,3
D7,0.36469999,3385,Delta-octanolactone,0.78125,13,3
D8,0.375,3428,Delta-octanolactone,0.390625,13,3
D9,0.367799997,3358,Delta-octanolactone,0.1953125,13,3
D10,0.376700014,3473,Delta-octanolactone,0.09765625,13,3
D11,0.346100003,3398,Delta-octanolactone,0.048828125,13,3
D12,0.391299993,3590,Delta-octanolactone,0,13,3
E1,0.412800014,3322,Delta-octanolactone,50,13,3
E2,0.441799998,3568,Delta-octanolactone,25,13,3
E3,0.438300014,3590,Delta-octanolactone,12.5,13,3
E4,0.430700004,3505,Delta-octanolactone,6.25,13,3
E5,0.448799998,3488,Delta-octanolactone,3.125,13,3
E6,0.450100005,3562,Delta-octanolactone,1.5625,13,3
E7,0.501100004,3703,Delta-octanolactone,0.78125,13,3
E8,0.394699991,3630,Delta-octanolactone,0.390625,13,3
E9,0.380299985,3684,Delta-octanolactone,0.1953125,13,3
E10,0.353399992,3609,Delta-octanolactone,0.09765625,13,3
E11,0.354200006,3609,Delta-octanolactone,0.048828125,13,3
E12,0.368600011,4013,Delta-octanolactone,0,13,3
F1,0.619199991,3681,Delta-octanolactone,50,13,3
F2,0.449800014,3662,Delta-octanolactone,25,13,3
F3,0.442900002,3697,Delta-octanolactone,12.5,13,3
F4,0.474000007,3726,Delta-octanolactone,6.25,13,3
F5,0.459500015,3640,Delta-octanolactone,3.125,13,3
F6,0.411300004,3706,Delta-octanolactone,1.5625,13,3
F7,0.386500001,3739,Delta-octanolactone,0.78125,13,3
F8,0.3574,3628,Delta-octanolactone,0.390625,13,3
F9,0.374799997,3789,Delta-octanolactone,0.1953125,13,3
F10,0.354699999,3661,Delta-octanolactone,0.09765625,13,3
F11,0.359499991,3639,Delta-octanolactone,0.048828125,13,3
F12,0.37349999,3794,Delta-octanolactone,0,13,3
A1,0.1734,2184,Alpha-Angelica Lactone,50,14,3
A2,0.327199996,3664,Alpha-Angelica Lactone,25,14,3
A3,0.339700013,3511,Alpha-Angelica Lactone,12.5,14,3
A4,0.343400002,3464,Alpha-Angelica Lactone,6.25,14,3
A5,0.305599988,3820,Alpha-Angelica Lactone,3.125,14,3
A6,0.191300005,2707,Alpha-Angelica Lactone,1.5625,14,3
A7,0.288899988,3838,Alpha-Angelica Lactone,0.78125,14,3
A8,0.314900011,3743,Alpha-Angelica Lactone,0.390625,14,3
A9,0.325899988,3600,Alpha-Angelica Lactone,0.1953125,14,3
A10,0.32980001,3601,Alpha-Angelica Lactone,0.09765625,14,3
A11,0.328200012,3444,Alpha-Angelica Lactone,0.048828125,14,3
A12,0.335799992,3467,Alpha-Angelica Lactone,0,14,3
B1,0.200499997,2300,Alpha-Angelica Lactone,50,14,3
B2,0.2051,2624,Alpha-Angelica Lactone,25,14,3
B3,0.304800004,4081,Alpha-Angelica Lactone,12.5,14,3
B4,0.330799997,4065,Alpha-Angelica Lactone,6.25,14,3
B5,0.376300007,4203,Alpha-Angelica Lactone,3.125,14,3
B6,0.3398,3830,Alpha-Angelica Lactone,1.5625,14,3
B7,0.380899996,3956,Alpha-Angelica Lactone,0.78125,14,3
B8,0.368600011,3813,Alpha-Angelica Lactone,0.390625,14,3
B9,0.370000005,3788,Alpha-Angelica Lactone,0.1953125,14,3
B10,0.366100013,3721,Alpha-Angelica Lactone,0.09765625,14,3
B11,0.389200002,3783,Alpha-Angelica Lactone,0.048828125,14,3
B12,0.381999999,3730,Alpha-Angelica Lactone,0,14,3
C1,0.186900005,2250,Alpha-Angelica Lactone,50,14,3
C2,0.207800001,2588,Alpha-Angelica Lactone,25,14,3
C3,0.31189999,4120,Alpha-Angelica Lactone,12.5,14,3
C4,0.328299999,4101,Alpha-Angelica Lactone,6.25,14,3
C5,0.352699995,3976,Alpha-Angelica Lactone,3.125,14,3
C6,0.348399997,3798,Alpha-Angelica Lactone,1.5625,14,3
C7,0.353399992,3740,Alpha-Angelica Lactone,0.78125,14,3
C8,0.364499986,3779,Alpha-Angelica Lactone,0.390625,14,3
C9,0.361900002,3782,Alpha-Angelica Lactone,0.1953125,14,3
C10,0.40259999,3571,Alpha-Angelica Lactone,0.09765625,14,3
C11,0.359600008,3562,Alpha-Angelica Lactone,0.048828125,14,3
C12,0.351300001,3537,Alpha-Angelica Lactone,0,14,3
D1,0.215299994,3150,1-Vinyl-2-pyrrolidinone,50,14,3
D2,0.350499988,4303,1-Vinyl-2-pyrrolidinone,25,14,3
D3,0.347900003,4040,1-Vinyl-2-pyrrolidinone,12.5,14,3
D4,0.344700009,3991,1-Vinyl-2-pyrrolidinone,6.25,14,3
D5,0.345699996,3754,1-Vinyl-2-pyrrolidinone,3.125,14,3
D6,0.382800013,3556,1-Vinyl-2-pyrrolidinone,1.5625,14,3
D7,0.332399994,3382,1-Vinyl-2-pyrrolidinone,0.78125,14,3
D8,0.338200003,3446,1-Vinyl-2-pyrrolidinone,0.390625,14,3
D9,0.341600001,3448,1-Vinyl-2-pyrrolidinone,0.1953125,14,3
D10,0.351300001,3539,1-Vinyl-2-pyrrolidinone,0.09765625,14,3
D11,0.359899998,3571,1-Vinyl-2-pyrrolidinone,0.048828125,14,3
D12,0.342799991,3555,1-Vinyl-2-pyrrolidinone,0,14,3
E1,0.231600001,3401,1-Vinyl-2-pyrrolidinone,50,14,3
E2,0.354499996,4355,1-Vinyl-2-pyrrolidinone,25,14,3
E3,0.364399999,4346,1-Vinyl-2-pyrrolidinone,12.5,14,3
E4,0.356599987,3919,1-Vinyl-2-pyrrolidinone,6.25,14,3
E5,0.359800011,3810,1-Vinyl-2-pyrrolidinone,3.125,14,3
E6,0.363999993,3710,1-Vinyl-2-pyrrolidinone,1.5625,14,3
E7,0.361400008,3588,1-Vinyl-2-pyrrolidinone,0.78125,14,3
E8,0.364199996,3687,1-Vinyl-2-pyrrolidinone,0.390625,14,3
E9,0.358099997,3573,1-Vinyl-2-pyrrolidinone,0.1953125,14,3
E10,0.355500013,3541,1-Vinyl-2-pyrrolidinone,0.09765625,14,3
E11,0.359699994,3551,1-Vinyl-2-pyrrolidinone,0.048828125,14,3
E12,0.347900003,3485,1-Vinyl-2-pyrrolidinone,0,14,3
F1,0.220799997,3306,1-Vinyl-2-pyrrolidinone,50,14,3
F2,0.325100005,4352,1-Vinyl-2-pyrrolidinone,25,14,3
F3,0.342700005,4362,1-Vinyl-2-pyrrolidinone,12.5,14,3
F4,0.353599995,4130,1-Vinyl-2-pyrrolidinone,6.25,14,3
F5,0.361000001,3967,1-Vinyl-2-pyrrolidinone,3.125,14,3
F6,0.3653,3887,1-Vinyl-2-pyrrolidinone,1.5625,14,3
F7,0.363299996,3815,1-Vinyl-2-pyrrolidinone,0.78125,14,3
F8,0.364800006,3783,1-Vinyl-2-pyrrolidinone,0.390625,14,3
F9,0.359899998,3679,1-Vinyl-2-pyrrolidinone,0.1953125,14,3
F10,0.371399999,3644,1-Vinyl-2-pyrrolidinone,0.09765625,14,3
F11,0.354699999,3640,1-Vinyl-2-pyrrolidinone,0.048828125,14,3
F12,0.351700008,3673,1-Vinyl-2-pyrrolidinone,0,14,3
A1,0.577099979,13689,Delta-Valerolactone,50,15,3
A2,0.455199987,12866,Delta-Valerolactone,25,15,3
A3,0.456999987,10673,Delta-Valerolactone,12.5,15,3
A4,0.393400013,8745,Delta-Valerolactone,6.25,15,3
A5,0.373899996,6989,Delta-Valerolactone,3.125,15,3
A6,0.355800003,5218,Delta-Valerolactone,1.5625,15,3
A7,0.298400015,4069,Delta-Valerolactone,0.78125,15,3
A8,0.338699996,4303,Delta-Valerolactone,0.390625,15,3
A9,0.364100009,4153,Delta-Valerolactone,0.1953125,15,3
A10,0.372799993,3995,Delta-Valerolactone,0.09765625,15,3
A11,0.362100005,3928,Delta-Valerolactone,0.048828125,15,3
A12,0.355599999,3974,Delta-Valerolactone,0,15,3
B1,1.264799953,19982,Delta-Valerolactone,50,15,3
B2,0.881200016,12652,Delta-Valerolactone,25,15,3
B3,0.672399998,12336,Delta-Valerolactone,12.5,15,3
B4,0.416000009,8477,Delta-Valerolactone,6.25,15,3
B5,0.59799999,7503,Delta-Valerolactone,3.125,15,3
B6,0.508700013,5977,Delta-Valerolactone,1.5625,15,3
B7,0.359200001,4782,Delta-Valerolactone,0.78125,15,3
B8,0.367900014,4488,Delta-Valerolactone,0.390625,15,3
B9,0.368499994,4055,Delta-Valerolactone,0.1953125,15,3
B10,0.377999991,4062,Delta-Valerolactone,0.09765625,15,3
B11,0.38530001,4209,Delta-Valerolactone,0.048828125,15,3
B12,0.377900004,3830,Delta-Valerolactone,0,15,3
C1,1.131500006,19853,Delta-Valerolactone,50,15,3
C2,0.766700029,13291,Delta-Valerolactone,25,15,3
C3,0.425900012,8658,Delta-Valerolactone,12.5,15,3
C4,0.47299999,9056,Delta-Valerolactone,6.25,15,3
C5,0.521899998,8995,Delta-Valerolactone,3.125,15,3
C6,0.551500022,7821,Delta-Valerolactone,1.5625,15,3
C7,0.372900009,4759,Delta-Valerolactone,0.78125,15,3
C8,0.427700013,5897,Delta-Valerolactone,0.390625,15,3
C9,0.37650001,4065,Delta-Valerolactone,0.1953125,15,3
C10,0.371699989,4558,Delta-Valerolactone,0.09765625,15,3
C11,0.361900002,4765,Delta-Valerolactone,0.048828125,15,3
C12,0.358200014,3894,Delta-Valerolactone,0,15,3
A1,0.377400011,3880,"3,4-Dihydro-2-methoxy-2H-pyran",50,16,3
A2,0.381199986,3352,"3,4-Dihydro-2-methoxy-2H-pyran",25,16,3
A3,0.3759,3522,"3,4-Dihydro-2-methoxy-2H-pyran",12.5,16,3
A4,0.347000003,3413,"3,4-Dihydro-2-methoxy-2H-pyran",6.25,16,3
A5,0.38350001,3586,"3,4-Dihydro-2-methoxy-2H-pyran",3.125,16,3
A6,0.342099994,3441,"3,4-Dihydro-2-methoxy-2H-pyran",1.5625,16,3
A7,0.340499997,3491,"3,4-Dihydro-2-methoxy-2H-pyran",0.78125,16,3
A8,0.376700014,3519,"3,4-Dihydro-2-methoxy-2H-pyran",0.390625,16,3
A9,0.344199985,3423,"3,4-Dihydro-2-methoxy-2H-pyran",0.1953125,16,3
A10,0.351599991,3388,"3,4-Dihydro-2-methoxy-2H-pyran",0.09765625,16,3
A11,0.33829999,3411,"3,4-Dihydro-2-methoxy-2H-pyran",0.048828125,16,3
A12,0.315299988,3293,"3,4-Dihydro-2-methoxy-2H-pyran",0,16,3
B1,0.381500006,3681,"3,4-Dihydro-2-methoxy-2H-pyran",50,16,3
B2,0.491299987,3470,"3,4-Dihydro-2-methoxy-2H-pyran",25,16,3
B3,0.363200009,3484,"3,4-Dihydro-2-methoxy-2H-pyran",12.5,16,3
B4,0.351900011,3533,"3,4-Dihydro-2-methoxy-2H-pyran",6.25,16,3
B5,0.376599997,3470,"3,4-Dihydro-2-methoxy-2H-pyran",3.125,16,3
B6,0.353399992,3387,"3,4-Dihydro-2-methoxy-2H-pyran",1.5625,16,3
B7,0.354200006,3450,"3,4-Dihydro-2-methoxy-2H-pyran",0.78125,16,3
B8,0.368699998,3388,"3,4-Dihydro-2-methoxy-2H-pyran",0.390625,16,3
B9,0.359499991,3540,"3,4-Dihydro-2-methoxy-2H-pyran",0.1953125,16,3
B10,0.369700015,3763,"3,4-Dihydro-2-methoxy-2H-pyran",0.09765625,16,3
B11,0.365799993,3478,"3,4-Dihydro-2-methoxy-2H-pyran",0.048828125,16,3
B12,0.361600012,3651,"3,4-Dihydro-2-methoxy-2H-pyran",0,16,3
C1,0.371100008,3888,"3,4-Dihydro-2-methoxy-2H-pyran",50,16,3
C2,0.379799992,3620,"3,4-Dihydro-2-methoxy-2H-pyran",25,16,3
C3,0.384600013,3736,"3,4-Dihydro-2-methoxy-2H-pyran",12.5,16,3
C4,0.376399994,3694,"3,4-Dihydro-2-methoxy-2H-pyran",6.25,16,3
C5,0.380499989,3669,"3,4-Dihydro-2-methoxy-2H-pyran",3.125,16,3
C6,0.379299998,3658,"3,4-Dihydro-2-methoxy-2H-pyran",1.5625,16,3
C7,0.369700015,3573,"3,4-Dihydro-2-methoxy-2H-pyran",0.78125,16,3
C8,0.372999996,3696,"3,4-Dihydro-2-methoxy-2H-pyran",0.390625,16,3
C9,0.374199986,3629,"3,4-Dihydro-2-methoxy-2H-pyran",0.1953125,16,3
C10,0.372299999,3672,"3,4-Dihydro-2-methoxy-2H-pyran",0.09765625,16,3
C11,0.364399999,3611,"3,4-Dihydro-2-methoxy-2H-pyran",0.048828125,16,3
C12,0.352299988,3561,"3,4-Dihydro-2-methoxy-2H-pyran",0,16,3
A1,0.35679999,13193,Cyclohexanone,1,17,3
A2,0.353899986,10697,Cyclohexanone,0.5,17,3
A3,0.34830001,8940,Cyclohexanone,0.25,17,3
A4,0.3565,7218,Cyclohexanone,0.125,17,3
A5,0.356099993,6113,Cyclohexanone,0.0625,17,3
A6,0.355699986,4802,Cyclohexanone,0.03125,17,3
A7,0.346100003,4119,Cyclohexanone,0.015625,17,3
A8,0.362399995,3692,Cyclohexanone,0.0078125,17,3
A9,0.351300001,3754,Cyclohexanone,0.00390625,17,3
A10,0.354699999,3654,Cyclohexanone,0.001953125,17,3
A11,0.349999994,3561,Cyclohexanone,0.000976563,17,3
A12,0.3495,3561,Cyclohexanone,0,17,3
B1,0.362899989,13451,Cyclohexanone,1,17,3
B2,0.364899993,11239,Cyclohexanone,0.5,17,3
B3,0.370099992,9014,Cyclohexanone,0.25,17,3
B4,0.379500002,7875,Cyclohexanone,0.125,17,3
B5,0.363599986,6157,Cyclohexanone,0.0625,17,3
B6,0.36649999,5164,Cyclohexanone,0.03125,17,3
B7,0.375800014,4383,Cyclohexanone,0.015625,17,3
B8,0.376899987,3846,Cyclohexanone,0.0078125,17,3
B9,0.369199991,4180,Cyclohexanone,0.00390625,17,3
B10,0.372999996,3847,Cyclohexanone,0.001953125,17,3
B11,0.370900005,3729,Cyclohexanone,0.000976563,17,3
B12,0.351799995,3543,Cyclohexanone,0,17,3
C1,0.377700001,15165,Cyclohexanone,1,17,3
C2,0.390500009,12396,Cyclohexanone,0.5,17,3
C3,0.378500015,9753,Cyclohexanone,0.25,17,3
C4,0.379000008,8382,Cyclohexanone,0.125,17,3
C5,0.375099987,6251,Cyclohexanone,0.0625,17,3
C6,0.381500006,5612,Cyclohexanone,0.03125,17,3
C7,0.390700012,4752,Cyclohexanone,0.015625,17,3
C8,0.359200001,3958,Cyclohexanone,0.0078125,17,3
C9,0.365999997,3845,Cyclohexanone,0.00390625,17,3
C10,0.405699998,3935,Cyclohexanone,0.001953125,17,3
C11,0.376800001,3773,Cyclohexanone,0.000976563,17,3
C12,0.3671,3518,Cyclohexanone,0,17,3
D1,0.352899998,14350,2-Fluorocyclohexanone,1,17,3
D2,0.363000005,11453,2-Fluorocyclohexanone,0.5,17,3
D3,0.356900007,9531,2-Fluorocyclohexanone,0.25,17,3
D4,0.347000003,8091,2-Fluorocyclohexanone,0.125,17,3
D5,0.361099988,6471,2-Fluorocyclohexanone,0.0625,17,3
D6,0.358700007,5176,2-Fluorocyclohexanone,0.03125,17,3
D7,0.362500012,4490,2-Fluorocyclohexanone,0.015625,17,3
D8,0.372099996,4072,2-Fluorocyclohexanone,0.0078125,17,3
D9,0.357899994,3756,2-Fluorocyclohexanone,0.00390625,17,3
D10,0.382800013,3832,2-Fluorocyclohexanone,0.001953125,17,3
D11,0.34799999,3645,2-Fluorocyclohexanone,0.000976563,17,3
D12,0.37349999,3682,2-Fluorocyclohexanone,0,17,3
E1,0.360300004,14434,2-Fluorocyclohexanone,1,17,3
E2,0.390799999,12809,2-Fluorocyclohexanone,0.5,17,3
E3,0.375099987,11171,2-Fluorocyclohexanone,0.25,17,3
E4,0.372799993,9058,2-Fluorocyclohexanone,0.125,17,3
E5,0.434899986,7396,2-Fluorocyclohexanone,0.0625,17,3
E6,0.381000012,5908,2-Fluorocyclohexanone,0.03125,17,3
E7,0.386700004,5050,2-Fluorocyclohexanone,0.015625,17,3
E8,0.367199987,4318,2-Fluorocyclohexanone,0.0078125,17,3
E9,0.371199995,3977,2-Fluorocyclohexanone,0.00390625,17,3
E10,0.370299995,3922,2-Fluorocyclohexanone,0.001953125,17,3
E11,0.371300012,3803,2-Fluorocyclohexanone,0.000976563,17,3
E12,0.377200007,3682,2-Fluorocyclohexanone,0,17,3
F1,0.361299992,14614,2-Fluorocyclohexanone,1,17,3
F2,0.373400003,12832,2-Fluorocyclohexanone,0.5,17,3
F3,0.383899987,11389,2-Fluorocyclohexanone,0.25,17,3
F4,0.375499994,9357,2-Fluorocyclohexanone,0.125,17,3
F5,0.370700002,7321,2-Fluorocyclohexanone,0.0625,17,3
F6,0.378100008,5861,2-Fluorocyclohexanone,0.03125,17,3
F7,0.377799988,4905,2-Fluorocyclohexanone,0.015625,17,3
F8,0.367199987,4384,2-Fluorocyclohexanone,0.0078125,17,3
F9,0.367900014,4100,2-Fluorocyclohexanone,0.00390625,17,3
F10,0.372999996,3876,2-Fluorocyclohexanone,0.001953125,17,3
F11,0.371300012,3801,2-Fluorocyclohexanone,0.000976563,17,3
F12,0.379599988,3649,2-Fluorocyclohexanone,0,17,3
A1,0.107100002,3940,2-methyl-2-cyclohexen-1-one,50,1,1
A2,0.239099994,4657,2-methyl-2-cyclohexen-1-one,25,1,1
A3,0.371399999,7409,2-methyl-2-cyclohexen-1-one,12.5,1,1
A4,0.312400013,6756,2-methyl-2-cyclohexen-1-one,6.25,1,1
A5,0.377099991,8914,2-methyl-2-cyclohexen-1-one,3.125,1,1
A6,0.384299994,9223,2-methyl-2-cyclohexen-1-one,1.5625,1,1
A7,0.407900006,7912,2-methyl-2-cyclohexen-1-one,0.78125,1,1
A8,0.387300014,6715,2-methyl-2-cyclohexen-1-one,0.390625,1,1
A9,0.413500011,6523,2-methyl-2-cyclohexen-1-one,0.1953125,1,1
A10,0.382699996,5553,2-methyl-2-cyclohexen-1-one,0.09765625,1,1
A11,0.377099991,5163,2-methyl-2-cyclohexen-1-one,0.048828125,1,1
A12,0.368600011,4687,2-methyl-2-cyclohexen-1-one,0,1,1
B1,0.104800001,3950,2-methyl-2-cyclohexen-1-one,50,1,1
B2,0.223399997,4651,2-methyl-2-cyclohexen-1-one,25,1,1
B3,0.350300014,7723,2-methyl-2-cyclohexen-1-one,12.5,1,1
B4,0.349099994,8134,2-methyl-2-cyclohexen-1-one,6.25,1,1
B5,0.395599991,9689,2-methyl-2-cyclohexen-1-one,3.125,1,1
B6,0.407200009,9131,2-methyl-2-cyclohexen-1-one,1.5625,1,1
B7,0.417299986,7724,2-methyl-2-cyclohexen-1-one,0.78125,1,1
B8,0.424899995,7008,2-methyl-2-cyclohexen-1-one,0.390625,1,1
B9,0.402200013,5882,2-methyl-2-cyclohexen-1-one,0.1953125,1,1
B10,0.399699986,5478,2-methyl-2-cyclohexen-1-one,0.09765625,1,1
B11,0.392500013,5169,2-methyl-2-cyclohexen-1-one,0.048828125,1,1
B12,0.381700009,4955,2-methyl-2-cyclohexen-1-one,0,1,1
C1,0.122699998,4008,2-methyl-2-cyclohexen-1-one,50,1,1
C2,0.224399999,4802,2-methyl-2-cyclohexen-1-one,25,1,1
C3,0.375400007,7609,2-methyl-2-cyclohexen-1-one,12.5,1,1
C4,0.391299993,8965,2-methyl-2-cyclohexen-1-one,6.25,1,1
C5,0.421000004,9982,2-methyl-2-cyclohexen-1-one,3.125,1,1
C6,0.446099997,9785,2-methyl-2-cyclohexen-1-one,1.5625,1,1
C7,0.453000009,7765,2-methyl-2-cyclohexen-1-one,0.78125,1,1
C8,0.432000011,7267,2-methyl-2-cyclohexen-1-one,0.390625,1,1
C9,0.434300005,6005,2-methyl-2-cyclohexen-1-one,0.1953125,1,1
C10,0.420399994,5852,2-methyl-2-cyclohexen-1-one,0.09765625,1,1
C11,0.412699997,5428,2-methyl-2-cyclohexen-1-one,0.048828125,1,1
C12,0.390500009,5273,2-methyl-2-cyclohexen-1-one,0,1,1
D1,0.070600003,2459,Delta-undecalactone,50,1,1
D2,0.072999999,2480,Delta-undecalactone,25,1,1
D3,0.073899999,2479,Delta-undecalactone,12.5,1,1
D4,0.068099998,2551,Delta-undecalactone,6.25,1,1
D5,0.435900003,5643,Delta-undecalactone,3.125,1,1
D6,0.404700011,4740,Delta-undecalactone,1.5625,1,1
D7,0.38530001,4522,Delta-undecalactone,0.78125,1,1
D8,0.382699996,4734,Delta-undecalactone,0.390625,1,1
D9,0.396600008,4663,Delta-undecalactone,0.1953125,1,1
D10,0.381799996,4758,Delta-undecalactone,0.09765625,1,1
D11,0.380899996,4484,Delta-undecalactone,0.048828125,1,1
D12,0.332500011,4573,Delta-undecalactone,0,1,1
E1,0.086599998,2588,Delta-undecalactone,50,1,1
E2,0.074199997,2557,Delta-undecalactone,25,1,1
E3,0.073799998,2546,Delta-undecalactone,12.5,1,1
E4,0.098700002,2729,Delta-undecalactone,6.25,1,1
E5,0.462199986,4555,Delta-undecalactone,3.125,1,1
E6,0.991699994,5979,Delta-undecalactone,1.5625,1,1
E7,0.368299991,4626,Delta-undecalactone,0.78125,1,1
E8,0.378100008,4897,Delta-undecalactone,0.390625,1,1
E9,0.372799993,4677,Delta-undecalactone,0.1953125,1,1
E10,0.368499994,4785,Delta-undecalactone,0.09765625,1,1
E11,0.353899986,4664,Delta-undecalactone,0.048828125,1,1
E12,0.3583,4867,Delta-undecalactone,0,1,1
F1,0.0722,2583,Delta-undecalactone,50,1,1
F2,0.0748,2590,Delta-undecalactone,25,1,1
F3,0.074500002,2564,Delta-undecalactone,12.5,1,1
F4,0.073600002,2659,Delta-undecalactone,6.25,1,1
F5,0.281800002,3752,Delta-undecalactone,3.125,1,1
F6,0.219500005,3791,Delta-undecalactone,1.5625,1,1
F7,0.311399996,4079,Delta-undecalactone,0.78125,1,1
F8,0.348699987,4659,Delta-undecalactone,0.390625,1,1
F9,0.34709999,4507,Delta-undecalactone,0.1953125,1,1
F10,0.346100003,4612,Delta-undecalactone,0.09765625,1,1
F11,0.353500009,4403,Delta-undecalactone,0.048828125,1,1
F12,0.339899987,4783,Delta-undecalactone,0,1,1
A1,0.085199997,2527,Massoia lactone,50,2,1
A2,0.088500001,2540,Massoia lactone,25,2,1
A3,0.076399997,2533,Massoia lactone,12.5,2,1
A4,0.0832,2504,Massoia lactone,6.25,2,1
A5,0.086000003,2458,Massoia lactone,3.125,2,1
A6,0.225799993,2894,Massoia lactone,1.5625,2,1
A7,0.269800007,3350,Massoia lactone,0.78125,2,1
A8,0.312000006,3775,Massoia lactone,0.390625,2,1
A9,0.308400005,3889,Massoia lactone,0.1953125,2,1
A10,0.31279999,3940,Massoia lactone,0.09765625,2,1
A11,0.327399999,4077,Massoia lactone,0.048828125,2,1
A12,0.311800003,4090,Massoia lactone,0,2,1
B1,0.094099998,2635,Massoia lactone,50,2,1
B2,0.092299998,2686,Massoia lactone,25,2,1
B3,0.080300003,2702,Massoia lactone,12.5,2,1
B4,0.0757,2565,Massoia lactone,6.25,2,1
B5,0.096600004,2521,Massoia lactone,3.125,2,1
B6,0.255400002,3175,Massoia lactone,1.5625,2,1
B7,0.298200011,3564,Massoia lactone,0.78125,2,1
B8,0.319799989,3858,Massoia lactone,0.390625,2,1
B9,0.333499998,4038,Massoia lactone,0.1953125,2,1
B10,0.337500006,4267,Massoia lactone,0.09765625,2,1
B11,0.347299993,4119,Massoia lactone,0.048828125,2,1
B12,0.328500003,4182,Massoia lactone,0,2,1
C1,0.082999997,2621,Massoia lactone,50,2,1
C2,0.095700003,2613,Massoia lactone,25,2,1
C3,0.081299998,2598,Massoia lactone,12.5,2,1
C4,0.061799999,2561,Massoia lactone,6.25,2,1
C5,0.0889,2548,Massoia lactone,3.125,2,1
C6,0.261200011,3078,Massoia lactone,1.5625,2,1
C7,0.300999999,3598,Massoia lactone,0.78125,2,1
C8,0.315600008,3912,Massoia lactone,0.390625,2,1
C9,0.347000003,4063,Massoia lactone,0.1953125,2,1
C10,0.350100011,4133,Massoia lactone,0.09765625,2,1
C11,0.326599985,4051,Massoia lactone,0.048828125,2,1
C12,0.345299989,4244,Massoia lactone,0,2,1
